antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_str,consequents_str
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER'})",0.03720019579050416,0.03536465981399902,0.02557513460597161,0.6875,19.44031141868512,1.0,0.02425956233682627,3.086833088595203,0.9852105190183481,0.5442708333333333,0.6760433844982875,0.7053416955017301,PINK REGENCY TEACUP AND SAUCER,GREEN REGENCY TEACUP AND SAUCE.. & ROSES REGENCY TEACUP AND SAUCE..
"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER'})",frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.03536465981399902,0.03720019579050416,0.02557513460597161,0.7231833910034602,19.44031141868512,1.0,0.02425956233682627,3.4781142927068034,0.9833358319975091,0.5442708333333333,0.7124878839959681,0.7053416955017301,GREEN REGENCY TEACUP AND SAUCE.. & ROSES REGENCY TEACUP AND SAUCE..,PINK REGENCY TEACUP AND SAUCER
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER'})",0.045276554087126775,0.0298580518844836,0.02557513460597161,0.5648648648648649,18.918342933097033,1.0,0.024223264904887548,2.229518762749944,0.9920582257769752,0.5160493827160494,0.5514727138844192,0.7107111209570226,GREEN REGENCY TEACUP AND SAUCE..,PINK REGENCY TEACUP AND SAUCER & ROSES REGENCY TEACUP AND SAUCE..
"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER'})",frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.0298580518844836,0.045276554087126775,0.02557513460597161,0.8565573770491803,18.91834293309703,1.0,0.024223264904887548,6.655786308649746,0.976291407355192,0.5160493827160494,0.8497547917515895,0.7107111209570226,PINK REGENCY TEACUP AND SAUCER & ROSES REGENCY TEACUP AND SAUCE..,GREEN REGENCY TEACUP AND SAUCE..
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.03720019579050416,0.045276554087126775,0.029980420949583947,0.805921052631579,17.799964438122334,1.0,0.028296124272823478,4.919253009449382,0.9802869800690993,0.5710955710955712,0.7967171035766808,0.7340416073968705,PINK REGENCY TEACUP AND SAUCER,GREEN REGENCY TEACUP AND SAUCE..
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.045276554087126775,0.03720019579050416,0.029980420949583947,0.6621621621621622,17.799964438122334,1.0,0.028296124272823478,2.849887420460108,0.9885795897441262,0.5710955710955712,0.6491089462619711,0.7340416073968705,GREEN REGENCY TEACUP AND SAUCE..,PINK REGENCY TEACUP AND SAUCER
frozenset({'ROSES REGENCY TEACUP AND SAUCER'}),"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'PINK REGENCY TEACUP AND SAUCER'})",0.052129221732745964,0.029980420949583947,0.02557513460597161,0.49061032863849763,16.36435757401552,1.0,0.024012278594649685,1.9042780676289273,0.9905269829033537,0.4523809523809523,0.4748666085068503,0.6718357765641467,ROSES REGENCY TEACUP AND SAUCE..,GREEN REGENCY TEACUP AND SAUCE.. & PINK REGENCY TEACUP AND SAUCER
"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'PINK REGENCY TEACUP AND SAUCER'})",frozenset({'ROSES REGENCY TEACUP AND SAUCER'}),0.029980420949583947,0.052129221732745964,0.02557513460597161,0.8530612244897958,16.364357574015518,1.0,0.024012278594649685,6.450787240985475,0.9679099293010442,0.4523809523809523,0.844980160925718,0.6718357765641467,GREEN REGENCY TEACUP AND SAUCE.. & PINK REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCE..
frozenset({'ROSES REGENCY TEACUP AND SAUCER'}),frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.052129221732745964,0.03720019579050416,0.0298580518844836,0.5727699530516431,15.396960711638249,1.0,0.027918834629618847,2.2535863549079407,0.9864763622049244,0.5020576131687241,0.5562628439677209,0.6877007659995058,ROSES REGENCY TEACUP AND SAUCE..,PINK REGENCY TEACUP AND SAUCER
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER'}),0.03720019579050416,0.052129221732745964,0.0298580518844836,0.8026315789473684,15.396960711638249,1.0,0.027918834629618847,4.802545276554086,0.9711802111895456,0.5020576131687241,0.7917770801907945,0.6877007659995058,PINK REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCE..
frozenset({'GARDENERS KNEELING PAD KEEP CALM'}),frozenset({'GARDENERS KNEELING PAD CUP OF TEA'}),0.04833578071463534,0.04356338717572198,0.03181595692608909,0.6582278481012659,15.109657232257147,1.0,0.02971028659637663,2.7984626819673326,0.9812464762959812,0.529531568228106,0.6426609486544965,0.6942824633764757,GARDENERS KNEELING PAD KEEP CA..,GARDENERS KNEELING PAD CUP OF ..
frozenset({'GARDENERS KNEELING PAD CUP OF TEA'}),frozenset({'GARDENERS KNEELING PAD KEEP CALM'}),0.04356338717572198,0.04833578071463534,0.03181595692608909,0.7303370786516854,15.109657232257147,1.0,0.02971028659637663,3.529088146516561,0.9763502873789465,0.529531568228106,0.7166406849352672,0.6942824633764757,GARDENERS KNEELING PAD CUP OF ..,GARDENERS KNEELING PAD KEEP CA..
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER'}),0.045276554087126775,0.052129221732745964,0.03536465981399902,0.7810810810810811,14.983555386372288,1.0,0.03300442828669652,4.329780098257827,0.9775188510797957,0.5700197238658776,0.7690413884062219,0.7297424184748128,GREEN REGENCY TEACUP AND SAUCE..,ROSES REGENCY TEACUP AND SAUCE..
frozenset({'ROSES REGENCY TEACUP AND SAUCER'}),frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.052129221732745964,0.045276554087126775,0.03536465981399902,0.6784037558685445,14.983555386372286,1.0,0.03300442828669652,2.9687021018896633,0.9845858605892805,0.5700197238658776,0.663152460004838,0.7297424184748128,ROSES REGENCY TEACUP AND SAUCE..,GREEN REGENCY TEACUP AND SAUCE..
"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS""})",frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),0.053108174253548704,0.03768967205090553,0.02643171806167401,0.4976958525345622,13.205099048417022,1.0,0.024430088390835415,1.91579212077939,0.976111158974948,0.41064638783269963,0.4780226992513279,0.5994972769166318,PAPER CHAIN KIT 50'S CHRISTMAS,PAPER CHAIN KIT VINTAGE CHRIST..
frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS""})",0.03768967205090553,0.053108174253548704,0.02643171806167401,0.7012987012987013,13.20509904841702,1.0,0.024430088390835415,3.1700291557598588,0.9604715346068348,0.41064638783269963,0.6845454881123012,0.5994972769166318,PAPER CHAIN KIT VINTAGE CHRIST..,PAPER CHAIN KIT 50'S CHRISTMAS
frozenset({'SPACEBOY LUNCH BOX'}),frozenset({'DOLLY GIRL LUNCH BOX'}),0.050783162016642194,0.04356338717572198,0.028511992168379834,0.5614457831325301,12.888019493705157,1.0,0.026299705619441432,2.1808856830883263,0.9717574767024774,0.433085501858736,0.5414706934185052,0.607970082577501,SPACEBOY LUNCH BOX,DOLLY GIRL LUNCH BOX
frozenset({'DOLLY GIRL LUNCH BOX'}),frozenset({'SPACEBOY LUNCH BOX'}),0.04356338717572198,0.050783162016642194,0.028511992168379834,0.6544943820224719,12.888019493705157,1.0,0.026299705619441432,2.7473267831063035,0.9644220505093546,0.433085501858736,0.6360098091901044,0.607970082577501,DOLLY GIRL LUNCH BOX,SPACEBOY LUNCH BOX
frozenset({'CHARLOTTE BAG PINK POLKADOT'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.03915810083210964,0.055433186490455214,0.02704356338717572,0.690625,12.458692052980133,1.0,0.024872905081137337,3.053145255788428,0.9572175749095829,0.4003623188405797,0.672468907889623,0.5892418598233996,CHARLOTTE BAG PINK POLKADOT,RED RETROSPOT CHARLOTTE BAG
frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.055433186490455214,0.03915810083210964,0.02704356338717572,0.4878587196467991,12.458692052980133,1.0,0.024872905081137337,1.87612663932351,0.9737106358582777,0.4003623188405797,0.4669869405188032,0.5892418598233996,RED RETROSPOT CHARLOTTE BAG,CHARLOTTE BAG PINK POLKADOT
frozenset({'ALARM CLOCK BAKELIKE IVORY'}),frozenset({'ALARM CLOCK BAKELIKE RED'}),0.0398923152227117,0.06828193832599119,0.02753303964757709,0.6901840490797545,10.107856718780921,1.0,0.02480911503985889,3.007327605007196,0.9385062452204944,0.3414264036418816,0.6674788611872543,0.5467049277656837,ALARM CLOCK BAKELIKE IVORY,ALARM CLOCK BAKELIKE RED
frozenset({'ALARM CLOCK BAKELIKE RED'}),frozenset({'ALARM CLOCK BAKELIKE IVORY'}),0.06828193832599119,0.0398923152227117,0.02753303964757709,0.4032258064516129,10.107856718780921,1.0,0.02480911503985889,1.608829093410591,0.9671027055424217,0.3414264036418816,0.3784299375889091,0.5467049277656837,ALARM CLOCK BAKELIKE RED,ALARM CLOCK BAKELIKE IVORY
frozenset({'ALARM CLOCK BAKELIKE RED'}),frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.06828193832599119,0.06497797356828194,0.043441018110621635,0.6362007168458781,9.791021201628089,1.0,0.03900419612688432,2.5701590677285644,0.9636666333699596,0.4836512261580381,0.6109190234346965,0.6523753113419597,ALARM CLOCK BAKELIKE RED,ALARM CLOCK BAKELIKE GREEN
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),frozenset({'ALARM CLOCK BAKELIKE RED'}),0.06497797356828194,0.06828193832599119,0.043441018110621635,0.6685499058380414,9.791021201628089,1.0,0.03900419612688432,2.8110357428914696,0.9602614509198891,0.4836512261580381,0.644259236998749,0.6523753113419597,ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE RED
frozenset({'ALARM CLOCK BAKELIKE PINK'}),frozenset({'ALARM CLOCK BAKELIKE RED'}),0.04833578071463534,0.06828193832599119,0.030714635340186,0.6354430379746836,9.306165781951817,1.0,0.027414174542490635,2.555754405286344,0.9378773961630652,0.3575498575498576,0.6087260974952869,0.5426319132525748,ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE RED
frozenset({'ALARM CLOCK BAKELIKE RED'}),frozenset({'ALARM CLOCK BAKELIKE PINK'}),0.06828193832599119,0.04833578071463534,0.030714635340186,0.4498207885304659,9.306165781951817,1.0,0.027414174542490635,1.7297349653460374,0.9579554123929812,0.3575498575498576,0.4218767498869702,0.5426319132525748,ALARM CLOCK BAKELIKE RED,ALARM CLOCK BAKELIKE PINK
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),frozenset({'WOODEN FRAME ANTIQUE WHITE'}),0.06008321096426823,0.05788056779246207,0.0315712187958884,0.5254582484725051,9.078318829846324,1.0,0.028093568430482274,1.9853246404030092,0.9467300264722476,0.3654390934844192,0.4963040403321615,0.5354563969635253,WOODEN PICTURE FRAME WHITE FIN..,WOODEN FRAME ANTIQUE WHITE
frozenset({'WOODEN FRAME ANTIQUE WHITE'}),frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.05788056779246207,0.06008321096426823,0.0315712187958884,0.5454545454545454,9.078318829846324,1.0,0.028093568430482274,2.06781693587861,0.9445166038879508,0.3654390934844192,0.5163981962575895,0.5354563969635253,WOODEN FRAME ANTIQUE WHITE,WOODEN PICTURE FRAME WHITE FIN..
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),frozenset({'ALARM CLOCK BAKELIKE PINK'}),0.06497797356828194,0.04833578071463534,0.028511992168379834,0.4387947269303201,9.0780519201888,1.0,0.025371231086701987,1.6957506726192235,0.9516826157509214,0.3362193362193362,0.4102906658704611,0.5143340723259195,ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE PINK
frozenset({'ALARM CLOCK BAKELIKE PINK'}),frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.04833578071463534,0.06497797356828194,0.028511992168379834,0.589873417721519,9.0780519201888,1.0,0.025371231086701987,2.2798376570403005,0.9350401011897633,0.3362193362193362,0.561372277139151,0.5143340723259195,ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE GREEN
frozenset({'LUNCH BAG PINK POLKADOT'}),"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG RED RETROSPOT'})",0.06999510523739598,0.041116005873715125,0.02557513460597161,0.3653846153846154,8.886675824175825,1.0,0.022697215447899526,1.5109687180171762,0.9542659279778392,0.2989985693848355,0.3381729296736954,0.4937042124542125,LUNCH BAG PINK POLKADOT,LUNCH BAG  BLACK SKULL. & LUNCH BAG RED RETROSPOT
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG RED RETROSPOT'})",frozenset({'LUNCH BAG PINK POLKADOT'}),0.041116005873715125,0.06999510523739598,0.02557513460597161,0.6220238095238095,8.886675824175825,1.0,0.022697215447899526,2.460485390867992,0.9255259127911662,0.2989985693848355,0.5935761278195489,0.4937042124542125,LUNCH BAG  BLACK SKULL. & LUNCH BAG RED RETROSPOT,LUNCH BAG PINK POLKADOT
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.040748898678414094,0.07905041605482134,0.02557513460597161,0.6276276276276276,7.939586645468998,1.0,0.022353917211667216,2.4731952536592297,0.9111783738649412,0.2714285714285714,0.5956647585666984,0.4755785196961667,LUNCH BAG PINK POLKADOT & LUNCH BAG RED RETROSPOT,LUNCH BAG  BLACK SKULL.
frozenset({'LUNCH BAG  BLACK SKULL.'}),"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT'})",0.07905041605482134,0.040748898678414094,0.02557513460597161,0.32352941176470584,7.939586645468998,1.0,0.022353917211667216,1.4180233671710398,0.9490735148455053,0.2714285714285714,0.2947930033092456,0.4755785196961667,LUNCH BAG  BLACK SKULL.,LUNCH BAG PINK POLKADOT & LUNCH BAG RED RETROSPOT
