antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_str,consequents_str
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.02860858257477243,0.0247074122236671,0.022756827048114433,0.7954545454545454,32.19497607655502,1.0,0.02204998300530471,4.7680970957954045,0.9974756167527251,0.7446808510638298,0.7902727272727272,0.8582535885167464,GREEN REGENCY TEACUP AND SAUCE..,PINK REGENCY TEACUP AND SAUCER
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.0247074122236671,0.02860858257477243,0.022756827048114433,0.9210526315789473,32.19497607655502,1.0,0.02204998300530471,12.304291287386214,0.9934857142857142,0.7446808510638298,0.9187275417459311,0.8582535885167464,PINK REGENCY TEACUP AND SAUCER,GREEN REGENCY TEACUP AND SAUCE..
frozenset({'SET OF 12 MINI LOAF BAKING CASES'}),frozenset({'SET OF 6 SNACK LOAF BAKING CASES'}),0.0377113133940182,0.0305591677503251,0.022106631989596878,0.5862068965517242,19.182685253118123,1.0,0.020954205637503994,2.3428153446033813,0.9850158982511924,0.47887323943661964,0.5731631166308194,0.6548055759354365,SET OF 12 MINI LOAF BAKING CAS..,SET OF 6 SNACK LOAF BAKING CAS..
frozenset({'SET OF 6 SNACK LOAF BAKING CASES'}),frozenset({'SET OF 12 MINI LOAF BAKING CASES'}),0.0305591677503251,0.0377113133940182,0.022106631989596878,0.7234042553191489,19.18268525311812,1.0,0.020954205637503994,3.479043713113933,0.9777488460172801,0.47887323943661964,0.7125646923519263,0.6548055759354365,SET OF 6 SNACK LOAF BAKING CAS..,SET OF 12 MINI LOAF BAKING CAS..
frozenset({'WOODEN TREE CHRISTMAS SCANDINAVIAN'}),frozenset({'WOODEN STAR CHRISTMAS SCANDINAVIAN'}),0.02990897269180754,0.045513654096228866,0.025357607282184655,0.8478260869565217,18.627950310559008,1.0,0.02399634064471617,6.272338844510496,0.9754932288444353,0.5064935064935066,0.8405698376969554,0.7024844720496894,WOODEN TREE CHRISTMAS SCANDINA..,WOODEN STAR CHRISTMAS SCANDINA..
frozenset({'WOODEN STAR CHRISTMAS SCANDINAVIAN'}),frozenset({'WOODEN TREE CHRISTMAS SCANDINAVIAN'}),0.045513654096228866,0.02990897269180754,0.025357607282184655,0.5571428571428572,18.627950310559008,1.0,0.02399634064471617,2.1905281261797893,0.9914413470271781,0.5064935064935066,0.5434890846418996,0.7024844720496894,WOODEN STAR CHRISTMAS SCANDINA..,WOODEN TREE CHRISTMAS SCANDINA..
frozenset({'SET OF 6 TEA TIME BAKING CASES'}),frozenset({'SET OF 6 SNACK LOAF BAKING CASES'}),0.03576072821846554,0.0305591677503251,0.020156046814044214,0.5636363636363636,18.444100580270792,1.0,0.01906322872154234,2.2216352405721715,0.9808583298892828,0.43661971830985913,0.5498811048106822,0.6116054158607349,SET OF 6 TEA TIME BAKING CASES,SET OF 6 SNACK LOAF BAKING CAS..
frozenset({'SET OF 6 SNACK LOAF BAKING CASES'}),frozenset({'SET OF 6 TEA TIME BAKING CASES'}),0.0305591677503251,0.03576072821846554,0.020156046814044214,0.6595744680851063,18.44410058027079,1.0,0.01906322872154234,2.832452860858257,0.9755955085350814,0.43661971830985913,0.6469491112035695,0.6116054158607349,SET OF 6 SNACK LOAF BAKING CAS..,SET OF 6 TEA TIME BAKING CASES
frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN'}),frozenset({'WOODEN STAR CHRISTMAS SCANDINAVIAN'}),0.04291287386215865,0.045513654096228866,0.031209362808842653,0.7272727272727273,15.97922077922078,1.0,0.029256241111605265,3.499783268313828,0.9794497282608697,0.5454545454545455,0.7142680208075304,0.7064935064935065,WOODEN HEART CHRISTMAS SCANDIN..,WOODEN STAR CHRISTMAS SCANDINA..
frozenset({'WOODEN STAR CHRISTMAS SCANDINAVIAN'}),frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN'}),0.045513654096228866,0.04291287386215865,0.031209362808842653,0.6857142857142857,15.97922077922078,1.0,0.029256241111605265,3.045277219529495,0.9821185286103542,0.5454545454545455,0.6716226708074534,0.7064935064935065,WOODEN STAR CHRISTMAS SCANDINA..,WOODEN HEART CHRISTMAS SCANDIN..
